OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,H_MEAN,A_MEAN,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,NUM_PAST,NUM_FUTURE,PCT_GROWTH,ENTRY_ED,WORK_EXP,CAT_SMALL,CAT_BIG
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",detailed,"30,580",16.36,"34,040",9.74,12.05,15.52,19.67,24.21,"20,270","25,070","32,280","40,910","50,350",41.3,40.1,-2.9,High school diploma or equivalent,None,Other Production Occupations,Production
51-9022,"Grinding and Polishing Workers, Hand",detailed,"31,240",14.11,"29,360",9.24,10.79,13.38,16.8,20.44,"19,210","22,440","27,830","34,950","42,520",30.2,29.5,-2.3,High school diploma or equivalent,None,Other Production Occupations,Production
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",detailed,"117,390",17.1,"35,560",9.94,12.53,16.32,20.9,25.94,"20,670","26,060","33,960","43,460","53,950",31.5,31,-1.7,Less than high school,None,Other Production Occupations,Production
51-9031,"Cutters and Trimmers, Hand",detailed,"13,800",13.24,"27,540",8.75,9.96,12.19,15.39,19.56,"18,200","20,710","25,360","32,020","40,690",120.1,116.4,-3.1,High school diploma or equivalent,None,Other Production Occupations,Production
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",detailed,"59,450",15.64,"32,520",9.85,12.05,15.29,18.55,22.33,"20,480","25,060","31,810","38,580","46,450",14.2,12.1,-15.3,Less than high school,None,Other Production Occupations,Production
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",detailed,"69,740",16.02,"33,320",9.82,11.88,15.27,19.05,23.67,"20,430","24,710","31,760","39,620","49,220",58.3,53.4,-8.4,High school diploma or equivalent,None,Other Production Occupations,Production
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",detailed,"19,840",17.94,"37,320",11.03,13.39,17.05,21.85,26.79,"22,950","27,850","35,450","45,440","55,730",70.6,68.3,-3.2,High school diploma or equivalent,None,Other Production Occupations,Production
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed,"471,750",18.2,"37,860",9.92,12.69,16.8,22.17,28.71,"20,630","26,390","34,940","46,120","59,710",20.5,19.6,-4.3,High school diploma or equivalent,None,Other Production Occupations,Production
51-9071,Jewelers and Precious Stone and Metal Workers,detailed,"22,890",19.24,"40,010",9.59,12.7,17.08,23.17,29.89,"19,950","26,420","35,520","48,190","62,170",464.3,490,5.5,High school diploma or equivalent,None,Other Production Occupations,Production
51-9081,Dental Laboratory Technicians,detailed,"36,790",19.13,"39,780",10.54,13.48,17.52,23.15,29.48,"21,920","28,040","36,440","48,140","61,320",32.7,29.5,-9.8,High school diploma or equivalent,None,Other Production Occupations,Production
51-9082,Medical Appliance Technicians,detailed,"13,320",18.38,"38,220",10.96,13.46,17.09,21.74,27.68,"22,800","27,990","35,540","45,230","57,570",39,40,2.6,High school diploma or equivalent,None,Other Production Occupations,Production
51-9083,Ophthalmic Laboratory Technicians,detailed,"28,760",14.64,"30,450",9.47,11.19,13.96,17.32,21.06,"19,700","23,270","29,030","36,020","43,800",12.9,13.8,6.4,High school diploma or equivalent,None,Other Production Occupations,Production
51-9111,Packaging and Filling Machine Operators and Tenders,detailed,"372,210",13.82,"28,740",8.54,9.77,12.65,16.84,21.39,"17,770","20,330","26,310","35,020","44,500",31,34.7,12.1,High school diploma or equivalent,None,Other Production Occupations,Production
51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",detailed,"87,070",15.52,"32,290",9.79,11.83,14.88,18.37,22.45,"20,360","24,600","30,940","38,210","46,700",369.2,371.4,0.6,High school diploma or equivalent,None,Other Production Occupations,Production
51-9122,"Painters, Transportation Equipment",detailed,"46,770",21.12,"43,930",12.36,15.3,19.05,25.81,33.12,"25,710","31,810","39,610","53,690","68,890",83.8,84.2,0.5,High school diploma or equivalent,None,Other Production Occupations,Production
51-9123,"Painting, Coating, and Decorating Workers",detailed,"15,930",14.4,"29,960",9.05,10.93,13.64,17.02,21.17,"18,830","22,730","28,370","35,400","44,030",48.9,54,10.4,High school diploma or equivalent,None,Other Production Occupations,Production
51-9141,Semiconductor Processors,detailed,"22,750",17.34,"36,070",11.44,13.34,16.32,20.23,25.4,"23,790","27,750","33,950","42,080","52,840",17,17,0.2,Less than high school,None,Other Production Occupations,Production
51-9151,Photographic Process Workers and Processing Machine Operators,detailed,"37,130",13.18,"27,410",8.4,9.51,11.46,14.81,20.95,"17,470","19,790","23,840","30,800","43,570",21.3,15.5,-27.1,Associate's degree,None,Other Production Occupations,Production
51-9191,Adhesive Bonding Machine Operators and Tenders,detailed,"18,280",15.65,"32,540",9.51,11.47,14.68,18.63,23.04,"19,780","23,850","30,530","38,750","47,930",47.1,47.2,0.2,High school diploma or equivalent,None,Other Production Occupations,Production
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",detailed,"16,460",13.56,"28,210",8.83,10.25,12.73,16.08,19.86,"18,370","21,310","26,480","33,450","41,310",16.8,16.9,0.6,High school diploma or equivalent,None,Other Production Occupations,Production
51-9193,Cooling and Freezing Equipment Operators and Tenders,detailed,"7,660",14.24,"29,620",9.06,10.59,13.31,17.73,21.4,"18,850","22,040","27,680","36,880","44,520",16,15.9,-0.6,Less than high school,None,Other Production Occupations,Production
51-9194,Etchers and Engravers,detailed,"8,570",14.45,"30,060",8.87,10.7,13.7,17.37,21.46,"18,440","22,250","28,510","36,140","44,640",8.3,8.3,1,High school diploma or equivalent,None,Other Production Occupations,Production
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",detailed,"32,920",15.14,"31,480",9.29,11.22,14.32,18,22.43,"19,320","23,350","29,790","37,450","46,650",9.7,9.3,-3.8,High school diploma or equivalent,None,Other Production Occupations,Production
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",detailed,"94,910",17.23,"35,830",9.85,12.8,16.73,21.04,25.86,"20,490","26,620","34,790","43,770","53,790",42,45.1,7.5,High school diploma or equivalent,None,Other Production Occupations,Production
51-9197,Tire Builders,detailed,"17,570",18.86,"39,240",11.01,13.83,19.09,24.07,27.21,"22,900","28,780","39,710","50,060","56,590",95,87.5,-8,High school diploma or equivalent,None,Other Production Occupations,Production
51-9198,Helpers--Production Workers,detailed,"426,670",12.05,"25,070",8.28,9.22,11.13,14.13,17.57,"17,230","19,170","23,160","29,390","36,550",17.4,15.8,-8.8,High school diploma or equivalent,None,Other Production Occupations,Production
51-9199,"Production Workers, All Other",detailed,"206,600",14.89,"30,980",8.62,10,13.26,17.9,23.73,"17,920","20,800","27,590","37,240","49,350",419.9,449.6,7.1,Less than high school,None,Other Production Occupations,Production
53-1011,Aircraft Cargo Handling Supervisors,detailed,"6,270",23.54,"48,970",14.07,16.91,21.56,29.69,35.95,"29,260","35,170","44,840","61,750","74,780",241.8,259.3,7.3,High school diploma or equivalent,None,Supervisors of Transportation and Material Moving Workers,Transportation
53-1021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",detailed,"167,190",23.02,"47,880",13.47,17.03,21.99,28.03,34.69,"28,020","35,420","45,750","58,300","72,150",171.6,186.3,8.5,High school diploma or equivalent,Less than 5 years,Supervisors of Transportation and Material Moving Workers,Transportation
53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,detailed,"197,800",26.88,"55,910",15.12,19.5,25.68,33.06,40.55,"31,450","40,550","53,420","68,760","84,340",201,218.3,8.6,High school diploma or equivalent,Less than 5 years,Supervisors of Transportation and Material Moving Workers,Transportation
53-2011,"Airline Pilots, Copilots, and Flight Engineers",detailed,"73,030",*,"129,600",*,*,*,*,*,"65,420","88,540","115,190","156,970",#,66.4,62.1,-6.6,Bachelor's degree,Less than 5 years,Air Transportation Workers,Transportation
53-2012,Commercial Pilots,detailed,"37,340",*,"80,800",*,*,*,*,*,"36,850","52,520","74,470","100,480","136,890",37.6,41.2,9.4,High school diploma or equivalent,None,Air Transportation Workers,Transportation
53-2021,Air Traffic Controllers,detailed,"23,060",57.05,"118,650",32.09,41.17,58.31,72.51,82.09,"66,750","85,630","121,280","150,820","170,760",25,25.4,1.4,Associate's degree,None,Air Transportation Workers,Transportation
53-2022,Airfield Operations Specialists,detailed,"7,250",25.09,"52,190",12.91,16.98,23.71,30.18,41.3,"26,850","35,310","49,320","62,770","85,900",7.1,7.5,5.1,High school diploma or equivalent,None,Air Transportation Workers,Transportation
53-2031,Flight Attendants,detailed,"93,550",*,"43,860",*,*,*,*,*,"28,910","34,000","40,520","51,630","67,290",84.8,79.2,-6.5,High school diploma or equivalent,Less than 5 years,Air Transportation Workers,Transportation
53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",detailed,"18,380",11.98,"24,920",8.29,9.32,11.35,13.87,17.05,"17,240","19,380","23,610","28,860","35,450",18.9,24.8,31.1,High school diploma or equivalent,None,Motor Vehicle Operators,Transportation
53-3021,"Bus Drivers, Transit and Intercity",detailed,"157,830",18.63,"38,750",10.18,12.9,17.64,23.46,29.31,"21,170","26,840","36,700","48,810","60,960",170.6,187.4,9.8,High school diploma or equivalent,None,Motor Vehicle Operators,Transportation
53-3022,"Bus Drivers, School or Special Client",detailed,"496,110",14.12,"29,380",8.51,10.22,13.62,17.25,21,"17,690","21,260","28,330","35,880","43,690",483.6,524.8,8.5,High school diploma or equivalent,None,Motor Vehicle Operators,Transportation
53-3031,Driver/Sales Workers,detailed,"396,470",13.41,"27,900",8.09,8.82,10.92,16.86,22.5,"16,830","18,350","22,720","35,070","46,800",432,468.8,8.5,High school diploma or equivalent,None,Motor Vehicle Operators,Transportation
53-3032,Heavy and Tractor-Trailer Truck Drivers,detailed,"1,585,300",19.68,"40,940",12.18,15.03,18.61,23.24,28.66,"25,330","31,270","38,700","48,330","59,620","1,701.50","1,894.10",11.3,Postsecondary non-degree award,None,Motor Vehicle Operators,Transportation
53-3033,Light Truck or Delivery Services Drivers,detailed,"776,930",16.1,"33,490",8.76,10.52,14.02,19.32,29.17,"18,220","21,880","29,170","40,180","60,670",841.6,873.6,3.8,High school diploma or equivalent,None,Motor Vehicle Operators,Transportation
53-3041,Taxi Drivers and Chauffeurs,detailed,"170,030",12.12,"25,200",8.24,9.14,10.98,14.08,17.72,"17,130","19,000","22,840","29,290","36,850",233,269.1,15.5,Less than high school,None,Motor Vehicle Operators,Transportation
53-3099,"Motor Vehicle Operators, All Other",detailed,"63,200",15.44,"32,110",8.33,9.29,13.25,20.82,25.67,"17,320","19,310","27,570","43,310","53,400",64.1,71.5,11.5,High school diploma or equivalent,None,Motor Vehicle Operators,Transportation
53-4011,Locomotive Engineers,detailed,"36,860",26.76,"55,660",18.01,21.39,25.63,29.81,39.29,"37,460","44,490","53,310","62,010","81,720",38,36.5,-3.9,High school diploma or equivalent,Less than 5 years,Rail Transportation Workers,Transportation
53-4012,Locomotive Firers,detailed,"1,880",23.03,"47,900",17.26,19.69,21.59,23.94,28.51,"35,900","40,950","44,910","49,800","59,300",1.6,0.9,-42,High school diploma or equivalent,None,Rail Transportation Workers,Transportation
53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",detailed,"5,140",21.28,"44,260",14.69,17.03,20.33,24.84,30.31,"30,550","35,430","42,280","51,670","63,050",5.3,5.4,2.4,High school diploma or equivalent,None,Rail Transportation Workers,Transportation
53-4021,"Railroad Brake, Signal, and Switch Operators",detailed,"23,950",24,"49,920",14.46,19.5,24.44,28.32,32.74,"30,080","40,560","50,840","58,900","68,110",25,24.4,-2.6,High school diploma or equivalent,None,Rail Transportation Workers,Transportation
53-4031,Railroad Conductors and Yardmasters,detailed,"43,100",27.9,"58,030",19.29,22.55,26.95,32.82,39.51,"40,130","46,910","56,060","68,270","82,180",43.8,42.5,-2.9,High school diploma or equivalent,None,Rail Transportation Workers,Transportation
53-4041,Subway and Streetcar Operators,detailed,"8,930",28.31,"58,880",18.99,25.29,30.6,33.97,36,"39,490","52,600","63,660","70,670","74,870",9,9.6,6.5,High school diploma or equivalent,None,Rail Transportation Workers,Transportation
53-4099,"Rail Transportation Workers, All Other",detailed,"3,570",28.42,"59,110",15.06,21.98,28.15,36.89,42.21,"31,320","45,720","58,550","76,740","87,800",3.1,3.2,2.2,High school diploma or equivalent,None,Rail Transportation Workers,Transportation
53-5011,Sailors and Marine Oilers,detailed,"28,810",19.56,"40,690",10.3,13.69,18.73,23.84,30.56,"21,410","28,470","38,960","49,590","63,560",31.9,36.9,15.5,Less than high school,None,Water Transportation Workers,Transportation
53-5021,"Captains, Mates, and Pilots of Water Vessels",detailed,"30,290",36.34,"75,580",16.13,22.93,33.62,45.78,58.94,"33,550","47,690","69,920","95,230","122,590",35.4,40.2,13.8,Bachelor's degree,None,Water Transportation Workers,Transportation
53-5022,Motorboat Operators,detailed,"3,400",17.25,"35,880",8.93,10.78,15.17,23.71,28.97,"18,580","22,430","31,550","49,320","60,250",3.4,3.6,5.7,High school diploma or equivalent,None,Water Transportation Workers,Transportation
53-5031,Ship Engineers,detailed,"9,930",36.37,"75,650",19.2,23.7,33.49,44.66,58,"39,940","49,300","69,660","92,900","120,650",10.8,11.7,7.8,Bachelor's degree,None,Water Transportation Workers,Transportation
53-6011,Bridge and Lock Tenders,detailed,"3,170",21.17,"44,040",11.76,16.45,22.29,25.75,27.77,"24,460","34,220","46,360","53,560","57,760",3.6,3.6,-2,High school diploma or equivalent,None,Other Transportation Workers,Transportation
53-6021,Parking Lot Attendants,detailed,"130,190",10.26,"21,340",8.04,8.59,9.38,11.29,14.09,"16,730","17,870","19,500","23,470","29,310",128.3,137.6,7.3,Less than high school,None,Other Transportation Workers,Transportation
53-6031,Automotive and Watercraft Service Attendants,detailed,"112,970",10.56,"21,960",8.02,8.74,9.84,11.62,14.34,"16,680","18,180","20,470","24,180","29,820",109.5,129.3,18.1,Less than high school,None,Other Transportation Workers,Transportation
53-6041,Traffic Technicians,detailed,"6,220",21.12,"43,920",12.41,15.29,19.15,26.25,33.32,"25,820","31,800","39,830","54,600","69,300",6.6,7.3,11.7,High school diploma or equivalent,None,Other Transportation Workers,Transportation
53-6051,Transportation Inspectors,detailed,"23,970",32.83,"68,280",15.63,21.58,31.71,43.13,54.18,"32,500","44,890","65,950","89,710","112,690",26.2,29.1,11.2,High school diploma or equivalent,None,Other Transportation Workers,Transportation
53-6061,"Transportation Attendants, Except Flight Attendants",detailed,"21,280",12.57,"26,150",8.16,8.96,11.27,14.37,20.17,"16,970","18,640","23,450","29,890","41,940",23.3,25.9,11,High school diploma or equivalent,None,Other Transportation Workers,Transportation
53-6099,"Transportation Workers, All Other",detailed,"40,290",16.54,"34,400",9.51,11.36,15.44,20.75,24.19,"19,780","23,630","32,110","43,160","50,310",37.1,39,5.1,High school diploma or equivalent,None,Other Transportation Workers,Transportation
53-7011,Conveyor Operators and Tenders,detailed,"40,760",15.95,"33,180",10.15,12.32,14.7,18.3,24.67,"21,120","25,620","30,580","38,060","51,320",39.1,40.5,3.4,Less than high school,None,Material Moving Workers,Transportation
53-7021,Crane and Tower Operators,detailed,"41,580",24.82,"51,620",14.02,17.99,23.38,30.41,38.15,"29,170","37,410","48,630","63,260","79,360",43.8,51.2,16.8,High school diploma or equivalent,Less than 5 years,Material Moving Workers,Transportation
53-7031,Dredge Operators,detailed,"1,750",21.91,"45,580",11.37,14.47,19.04,26.95,35.91,"23,660","30,090","39,590","56,060","74,690",2,2.2,13.3,Less than high school,None,Material Moving Workers,Transportation
53-7032,Excavating and Loading Machine and Dragline Operators,detailed,"44,780",20.66,"42,970",12.61,15.23,18.7,24.66,32.33,"26,240","31,690","38,900","51,280","67,250",50.7,58.9,16.2,High school diploma or equivalent,Less than 5 years,Material Moving Workers,Transportation
53-7033,"Loading Machine Operators, Underground Mining",detailed,"3,180",23.36,"48,600",15.06,19.91,24.35,27.49,29.59,"31,330","41,410","50,640","57,190","61,540",3.3,3.3,-0.6,Less than high school,None,Material Moving Workers,Transportation
53-7041,Hoist and Winch Operators,detailed,"2,980",23.26,"48,370",12.3,15.02,18.62,32.5,41.2,"25,590","31,240","38,730","67,610","85,690",3.1,3.2,2.7,Less than high school,None,Material Moving Workers,Transportation
53-7051,Industrial Truck and Tractor Operators,detailed,"504,560",15.7,"32,660",9.9,11.87,14.77,18.32,22.58,"20,590","24,690","30,730","38,110","46,960",508.6,495,-2.7,Less than high school,None,Material Moving Workers,Transportation
53-7061,Cleaners of Vehicles and Equipment,detailed,"311,940",11.05,"22,980",8.05,8.66,9.72,12.3,16.09,"16,740","18,020","20,230","25,580","33,470",325.2,361.2,11.1,Less than high school,None,Material Moving Workers,Transportation
